Date,Time,NUMEROABASTECIM,USUARIO,CONSUMO
11-07-23,23:03:54,1988,"P18",17377
12-07-23,03:37:31,1989,"P18",50453
12-07-23,04:48:10,1990,"P18",18117
12-07-23,06:23:08,1991,"P23",24446
12-07-23,06:26:37,1992,"P23",24977
12-07-23,07:23:42,1993,"P23",14665
12-07-23,08:20:27,1994,"P23",20030
12-07-23,11:38:20,1995,"P23",20227
12-07-23,12:24:49,1996,"P23",17472
12-07-23,12:29:36,1997,"P23",10478
12-07-23,14:38:59,1998,"P16",15567
12-07-23,14:46:01,1999,"P21",19161
12-07-23,15:03:56,2000,"P16",18302
12-07-23,17:46:10,2001,"P21",19476
12-07-23,18:22:39,2002,"P21",11581
12-07-23,19:39:32,2003,"P16",31401
12-07-23,20:02:37,2004,"P21",20680
12-07-23,22:22:18,2005,"P18",18710
12-07-23,22:25:56,2006,"P18",18893
13-07-23,00:21:45,2007,"P18",40978
13-07-23,02:27:20,2008,"P22",11049
13-07-23,06:06:10,2009,"P19",38991
13-07-23,06:30:05,2010,"P23",41206
13-07-23,08:27:04,2011,"P23",20029
13-07-23,09:48:48,2012,"P23",25889
13-07-23,11:08:08,2013,"P23",13877
13-07-23,12:28:46,2014,"P23",18984
13-07-23,14:43:31,2015,"P21",20107
13-07-23,14:57:21,2016,"P16",20012
13-07-23,15:55:30,2017,"P21",6108
13-07-23,15:59:28,2018,"P21",14091
13-07-23,16:03:40,2019,"P21",16
13-07-23,16:54:13,2020,"P21",16680
13-07-23,19:42:39,2021,"P16",9606
13-07-23,20:50:20,2022,"P21",18641
13-07-23,21:12:37,2023,"P16",20062
13-07-23,21:29:10,2024,"P21",23867
13-07-23,22:16:01,2025,"P18",42053
14-07-23,00:02:32,2026,"P18",17591
14-07-23,00:06:28,2027,"P18",18589
14-07-23,03:08:05,2028,"P18",17402
14-07-23,04:45:59,2029,"P18",22701
14-07-23,06:16:41,2030,"P23",30549
14-07-23,06:18:09,2031,"P23",8849
14-07-23,07:44:01,2032,"P23",11260
14-07-23,10:18:31,2033,"P23",20286
14-07-23,11:03:04,2034,"P23",7146
14-07-23,13:11:30,2035,"P23",14830
14-07-23,13:16:31,2036,"P23",21648
14-07-23,15:53:15,2037,"P21",15369
14-07-23,17:06:43,2038,"P21",15185
14-07-23,19:26:01,2039,"P21",10250
14-07-23,19:48:43,2040,"P16",12008
14-07-23,22:23:08,2041,"P18",20373
14-07-23,22:27:59,2042,"P18",8885
14-07-23,22:31:42,2043,"P18",25172
15-07-23,00:11:25,2044,"P22",16878
15-07-23,00:14:07,2045,"P22",12742
15-07-23,00:28:07,2046,"P18",33823
15-07-23,03:04:55,2047,"P18",20033
15-07-23,04:09:36,2048,"P18",20219
15-07-23,06:56:57,2049,"P23",19028
15-07-23,07:21:55,2050,"P23",23302
15-07-23,10:58:46,2051,"P23",15742
15-07-23,11:59:22,2052,"P23",13307
15-07-23,12:53:27,2053,"P23",19704
15-07-23,12:55:48,2054,"P23",16237
15-07-23,15:11:36,2055,"P21",23031
15-07-23,19:01:45,2056,"P21",30674
15-07-23,19:20:13,2057,"P16",20046
15-07-23,19:24:37,2058,"P16",20109
15-07-23,20:06:51,2059,"P21",18367
15-07-23,22:43:50,2060,"P18",18628
15-07-23,23:35:54,2061,"P22",15671
16-07-23,03:10:49,2062,"P18",20219
16-07-23,04:23:40,2063,"P18",17848
17-07-23,06:31:08,2064,"P23",19114
17-07-23,09:03:07,2065,"P23",11615
17-07-23,09:06:07,2066,"P23",14983
17-07-23,12:06:44,2067,"P23",24335
17-07-23,12:17:32,2068,"P23",15799
17-07-23,13:30:25,2069,"P23",22782
17-07-23,14:16:06,2070,"P21",20274
17-07-23,15:45:27,2071,"P16",20159
17-07-23,17:55:55,2072,"P21",19660
17-07-23,18:38:50,2073,"P16",21366
17-07-23,19:56:58,2074,"P16",12722
17-07-23,20:15:37,2075,"P21",12906
17-07-23,22:06:11,2076,"P22",14103
17-07-23,22:21:03,2077,"P22",19509
18-07-23,00:07:15,2078,"P18",17787
18-07-23,00:40:22,2079,"P18",23173
18-07-23,00:59:28,2080,"P18",20098
18-07-23,02:20:59,2081,"P22",20153
18-07-23,03:04:38,2082,"P18",36353
18-07-23,03:38:00,2083,"P22",16494
18-07-23,06:35:24,2084,"P23",36685
18-07-23,06:59:28,2085,"P23",15658
18-07-23,09:02:10,2086,"P23",17617
18-07-23,13:17:17,2087,"P23",20036
18-07-23,15:39:42,2088,"P16",16365
18-07-23,16:17:52,2089,"P20",21377
18-07-23,16:42:53,2090,"P16",18231
18-07-23,16:50:30,2091,"P20",16022
18-07-23,17:32:14,2092,"P16",20147
18-07-23,19:43:02,2093,"P16",10035
18-07-23,19:44:43,2094,"P16",12927
18-07-23,22:18:09,2095,"P18",36754
18-07-23,22:31:59,2096,"P22",7876
19-07-23,00:58:55,2097,"P18",204
19-07-23,01:02:01,2098,"P18",136
19-07-23,01:40:21,2099,"P18",22780
19-07-23,03:21:59,2100,"P18",18746
19-07-23,03:33:30,2101,"P22",18110
19-07-23,03:40:04,2102,"P22",10265
19-07-23,06:00:29,2103,"P22",5076
19-07-23,06:29:10,2104,"P23",22218
19-07-23,07:56:56,2105,"P23",20251
19-07-23,08:56:53,2106,"P23",976
19-07-23,09:00:39,2107,"P23",20069
19-07-23,10:38:25,2108,"P23",20271
19-07-23,10:41:55,2109,"P23",20156
19-07-23,11:14:19,2110,"P23",18332
19-07-23,11:32:29,2111,"P23",19012
19-07-23,14:31:28,2112,"P21",21765
19-07-23,16:16:30,2113,"P21",16466
19-07-23,17:50:49,2114,"P21",19022
19-07-23,19:36:51,2115,"P16",110
19-07-23,19:38:24,2116,"P16",13019
19-07-23,19:41:29,2117,"P16",14792
19-07-23,20:01:41,2118,"P21",17106
19-07-23,21:35:26,2119,"P21",20107
19-07-23,22:07:29,2120,"P18",19367
19-07-23,22:28:16,2121,"P22",11781
20-07-23,00:16:29,2122,"P18",25415
20-07-23,01:21:53,2123,"P22",19342
20-07-23,01:50:08,2124,"P18",19344
20-07-23,03:01:24,2125,"P22",22834
20-07-23,03:05:28,2126,"P22",17902
20-07-23,06:13:55,2127,"P23",20266
20-07-23,06:16:48,2128,"P23",24880
20-07-23,10:29:52,2129,"P23",15002
20-07-23,11:23:09,2130,"P23",14422
20-07-23,12:25:33,2131,"P23",19099
20-07-23,12:32:38,2132,"P23",18377
20-07-23,14:14:03,2133,"P21",39780
20-07-23,15:02:32,2134,"P21",24078
20-07-23,16:31:44,2135,"P16",19961
20-07-23,18:39:07,2136,"P21",19355
20-07-23,19:35:32,2137,"P20",15738
20-07-23,21:07:06,2138,"P16",8721
20-07-23,22:19:17,2139,"P18",35151
21-07-23,00:15:02,2140,"P18",20110
21-07-23,01:44:27,2141,"P18",20206
21-07-23,02:20:36,2142,"P22",16382
21-07-23,05:11:49,2143,"P22",15349
21-07-23,05:16:00,2144,"P18",20072
21-07-23,06:20:40,2145,"P23",21770
21-07-23,06:33:42,2146,"P23",35968
21-07-23,08:57:21,2147,"P23",27531
21-07-23,09:07:13,2148,"P23",16580
21-07-23,13:01:56,2149,"P23",475
21-07-23,13:03:24,2150,"P23",422
21-07-23,13:06:38,2151,"P23",20123
21-07-23,14:44:38,2152,"P21",25071
21-07-23,16:00:12,2153,"P21",984
21-07-23,16:03:43,2154,"P21",19860
21-07-23,16:20:14,2155,"P21",16913
21-07-23,17:46:28,2156,"P16",20353
21-07-23,18:35:16,2157,"P21",23177
21-07-23,20:16:33,2158,"P21",18328
21-07-23,22:20:15,2159,"P18",20100
21-07-23,22:25:01,2160,"P18",20048
21-07-23,22:28:32,2161,"P18",20252
22-07-23,03:07:38,2162,"P18",20188
22-07-23,03:16:48,2163,"P22",40817
22-07-23,04:29:21,2164,"P22",17110
22-07-23,04:35:24,2165,"P22",16665
22-07-23,06:22:23,2166,"P23",14490
22-07-23,06:26:44,2167,"P23",19239
22-07-23,06:41:17,2168,"P23",9886
22-07-23,06:52:26,2169,"P23",17509
22-07-23,08:06:40,2170,"P23",20082
22-07-23,12:13:04,2171,"P23",1102
22-07-23,12:15:12,2172,"P23",9115
22-07-23,13:10:24,2173,"P23",19765
22-07-23,14:20:01,2174,"P21",18559
22-07-23,14:40:09,2175,"P21",960
22-07-23,14:43:19,2176,"P21",19026
22-07-23,16:17:52,2177,"P21",12258
22-07-23,17:01:04,2178,"P21",16433
22-07-23,20:46:31,2179,"P16",18000
22-07-23,22:21:38,2180,"P22",19065
22-07-23,22:28:07,2181,"P22",11866
22-07-23,22:34:28,2182,"P22",15084
23-07-23,02:40:10,2183,"P22",16705
23-07-23,03:17:44,2184,"P18",20064
23-07-23,04:36:48,2185,"P18",20272
24-07-23,06:29:36,2186,"P23",41959
24-07-23,06:51:01,2187,"P23",15745
24-07-23,08:08:56,2188,"P23",39584
24-07-23,11:47:16,2189,"P23",16599
24-07-23,12:26:11,2190,"P23",20198
24-07-23,13:30:24,2191,"P23",15044
24-07-23,14:12:27,2192,"P21",24431
24-07-23,14:16:44,2193,"P16",20087
24-07-23,16:07:03,2194,"P21",17294
24-07-23,17:25:37,2195,"P20",21884
24-07-23,17:30:24,2196,"P21",16034
24-07-23,17:35:26,2197,"P16",12511
24-07-23,20:52:17,2198,"P21",14968
24-07-23,22:55:10,2199,"P22",20003
24-07-23,23:55:50,2200,"P22",13441
25-07-23,00:46:17,2201,"P22",18925
25-07-23,00:49:52,2202,"P22",20093
25-07-23,01:45:33,2203,"P22",20048
25-07-23,06:09:45,2204,"P23",32234
25-07-23,06:45:07,2205,"P23",46217
25-07-23,06:55:37,2206,"P23",18841
25-07-23,11:20:14,2207,"P23",152
25-07-23,11:23:51,2208,"P23",18098
25-07-23,12:09:34,2209,"P23",11838
25-07-23,13:58:14,2210,"P16",14435
25-07-23,14:31:12,2211,"P21",18621
25-07-23,14:41:05,2212,"P21",23594
25-07-23,18:20:54,2213,"P21",21546
25-07-23,19:39:54,2214,"P21",17139
25-07-23,20:18:38,2215,"P21",492
25-07-23,20:23:31,2216,"P21",22538
25-07-23,20:52:07,2217,"P16",19258
25-07-23,22:19:09,2218,"P18",47073
26-07-23,00:53:12,2219,"P18",26820
26-07-23,01:29:33,2220,"P22",11126
26-07-23,04:08:41,2221,"P22",12140
26-07-23,04:19:17,2222,"P18",19986
26-07-23,05:13:30,2223,"P22",10192
26-07-23,06:22:53,2224,"P23",22158
26-07-23,06:35:53,2225,"P23",15097
26-07-23,07:42:33,2226,"P23",20366
26-07-23,09:50:33,2227,"P23",15048
26-07-23,12:26:48,2228,"P23",15828
26-07-23,14:52:57,2229,"P16",14717
26-07-23,15:43:01,2230,"P21",15931
26-07-23,18:43:53,2231,"P21",15448
26-07-23,19:11:40,2232,"P21",17776
26-07-23,20:14:34,2233,"P16",10080
26-07-23,21:05:01,2234,"P16",20185
26-07-23,22:16:10,2235,"P18",36456
26-07-23,22:27:31,2236,"P18",40448
26-07-23,23:47:01,2237,"P18",18690
27-07-23,03:33:13,2238,"P22",16147
27-07-23,05:07:18,2239,"P22",17839
27-07-23,05:12:35,2240,"P22",20213
27-07-23,06:18:34,2241,"P23",25471
27-07-23,07:00:06,2242,"P23",18105
27-07-23,08:08:58,2243,"P23",16525
27-07-23,11:22:15,2244,"P23",12781
27-07-23,11:47:05,2245,"P23",19215
27-07-23,14:10:11,2246,"P21",18320
27-07-23,14:38:06,2247,"P21",18843
27-07-23,15:21:04,2248,"P21",119
27-07-23,17:06:16,2249,"P21",340
27-07-23,18:37:55,2250,"P21",34
27-07-23,21:20:10,2251,"P16",50
27-07-23,22:17:27,2252,"P18",1307
28-07-23,00:30:24,2253,"P22",16537
28-07-23,01:14:46,2254,"P22",18498
28-07-23,01:18:57,2255,"P18",9385
28-07-23,03:20:59,2256,"P18",6596
28-07-23,07:55:04,2257,"P23",9012
28-07-23,08:23:43,2258,"P23",18366
28-07-23,10:58:23,2259,"P23",8786
28-07-23,11:04:54,2260,"P23",10062
28-07-23,12:14:50,2261,"P23",15152
28-07-23,12:33:42,2262,"P23",7855
28-07-23,13:30:27,2263,"P23",169
28-07-23,15:36:32,2264,"P21",1647
28-07-23,16:05:36,2265,"P21",11470
28-07-23,17:43:26,2266,"P21",11818
28-07-23,19:13:35,2267,"P16",7397
28-07-23,19:25:50,2268,"P16",16677
28-07-23,22:15:41,2269,"P18",4314
29-07-23,06:15:51,2270,"P23",2676
29-07-23,06:41:43,2271,"P23",2962
29-07-23,07:12:38,2272,"P23",1860
29-07-23,08:47:58,2273,"P23",10381
29-07-23,09:18:58,2274,"P23",6504
29-07-23,13:23:14,2275,"P23",2299
29-07-23,13:31:01,2276,"P23",42
29-07-23,13:34:36,2277,"P23",2157
29-07-23,15:31:39,2278,"P21",1144
29-07-23,18:35:03,2279,"P21",11794
29-07-23,20:28:15,2280,"P16",10402
30-07-23,00:03:40,2281,"P18",23147
30-07-23,03:14:24,2282,"P22",18876
30-07-23,03:18:01,2283,"P18",20051
30-07-23,03:40:29,2284,"P18",14658
30-07-23,04:29:49,2285,"P22",11602
31-07-23,06:32:31,2286,"P17",1137
31-07-23,06:34:50,2287,"P17",8833
31-07-23,08:10:37,2288,"P17",4594
